carat,cut,color,clarity,depth_prcnt,table_prcnt,length,price
1.02,4,6,3,62.6,60.0,6.39,3534
0.92,4,2,3,60.6,63.0,6.34,3534
0.9,4,5,5,62.1,61.0,6.08,3535
0.82,4,3,5,59.8,56.0,6.13,3535
0.84,4,3,5,62.0,56.0,6.07,3535
0.73,2,1,7,61.6,55.0,5.8,3535
0.7,2,0,4,62.2,56.0,5.69,3535
1.01,3,6,5,59.8,61.0,6.47,3535
0.7,4,2,6,60.6,60.0,5.67,3536
0.65,2,3,1,60.1,57.0,5.61,3536
0.7,1,2,6,61.2,61.0,5.71,3536
1.0,1,6,3,57.8,61.0,6.54,3536
0.92,0,4,3,64.5,60.0,6.06,3536
0.78,2,2,4,61.6,56.0,5.9,3537
0.74,2,3,6,62.1,54.0,5.8,3537
1.08,2,6,3,61.8,57.0,6.56,3537
0.9,2,5,2,62.0,56.0,6.16,3537
0.91,1,1,3,63.9,61.0,6.03,3538
0.9,0,4,5,64.8,58.0,6.07,3538
0.9,1,4,5,64.0,57.0,6.14,3538
0.9,0,4,5,64.6,55.0,6.07,3538
0.78,3,1,4,62.2,58.0,5.9,3538
0.81,2,1,5,62.0,55.0,5.99,3538
0.79,3,3,2,61.2,56.0,6.0,3539
0.79,4,1,5,62.7,56.0,5.85,3539
0.9,3,5,5,62.4,58.0,6.16,3539
0.9,4,3,3,62.4,55.0,6.13,3539
0.91,1,2,3,63.8,59.0,6.04,3539
0.93,1,0,3,63.4,59.0,6.15,3540
0.71,2,0,5,59.9,57.0,5.8,3540
0.72,2,3,4,62.0,56.0,5.74,3540
1.01,0,2,3,64.6,59.0,6.19,3540
0.64,4,1,7,61.8,59.0,5.51,3541
1.0,0,3,3,64.7,58.0,6.24,3541
1.0,1,3,3,58.1,65.0,6.48,3541
1.52,3,5,0,61.2,58.0,7.43,3541
1.13,2,2,0,62.2,55.0,6.63,3542
0.7,4,3,1,58.5,60.0,5.83,3543
0.75,4,1,4,61.9,58.0,5.83,3543
0.72,2,0,5,62.0,54.8,5.73,3543
1.06,2,2,0,62.1,55.0,6.54,3544
1.06,2,2,0,61.8,55.0,6.55,3544
0.81,4,3,4,62.6,55.0,5.92,3544
0.95,4,5,2,61.0,61.0,6.29,3544
0.86,2,5,7,61.4,58.0,6.07,3544
0.77,2,3,5,62.1,56.0,5.84,3544
0.81,2,3,4,62.3,57.0,5.99,3544
1.13,3,4,0,62.7,59.0,6.63,3544
0.71,3,3,1,61.9,58.0,5.74,3545
0.9,3,4,2,62.7,58.0,6.14,3545
0.9,2,5,4,62.4,57.0,6.17,3545
1.07,0,3,3,66.8,57.0,6.34,3545
0.92,3,5,2,58.8,59.0,6.36,3545
1.07,3,3,3,62.2,58.0,6.56,3545
1.01,1,1,3,63.9,58.0,6.31,3546
1.04,4,4,3,62.4,58.0,6.4,3546
0.91,3,2,3,58.9,61.0,6.36,3546
0.91,3,2,3,61.0,51.0,6.24,3546
1.01,0,4,2,66.4,57.0,6.12,3546
0.72,2,3,5,61.0,55.0,5.81,3547
1.07,3,3,0,62.3,60.0,6.55,3547
0.9,2,4,3,62.6,57.0,6.16,3548
0.72,2,3,6,61.7,54.8,5.73,3548
0.85,2,5,4,61.9,56.0,6.08,3548
0.96,1,4,3,60.1,64.0,6.43,3548
0.76,4,3,7,62.3,57.0,5.79,3549
1.09,2,3,0,61.0,56.0,6.62,3549
0.72,4,1,5,60.0,57.0,5.81,3550
0.72,2,0,2,60.5,56.0,5.79,3550
0.92,3,0,3,62.5,59.0,6.24,3550
0.75,4,2,7,61.1,55.0,5.85,3551
0.9,4,2,3,60.8,55.0,6.25,3552
0.71,2,1,5,61.6,56.0,5.73,3553
0.71,2,1,5,61.3,56.0,5.76,3553
0.9,3,2,3,60.7,59.0,6.25,3553
1.04,2,5,3,61.9,56.0,6.51,3553
1.03,3,5,4,61.6,58.0,6.5,3553
0.72,2,0,4,61.6,56.0,5.8,3554
0.92,3,3,3,62.4,57.0,6.22,3555
0.92,3,4,2,62.0,60.0,6.27,3555
0.75,2,1,4,62.5,57.0,5.8,3555
1.01,1,6,5,63.3,54.0,6.34,3555
0.92,3,3,3,59.4,62.0,6.36,3555
0.9,3,2,3,61.4,58.0,6.19,3556
0.9,3,2,3,61.3,59.0,6.16,3556
0.83,3,0,2,62.5,54.0,6.08,3556
0.9,4,2,3,63.4,58.0,6.08,3556
0.83,3,0,2,59.7,59.0,6.14,3556
0.73,3,0,4,60.0,58.0,5.9,3557
0.83,3,2,5,60.2,60.0,6.04,3557
0.91,2,3,3,62.7,57.0,6.15,3557
0.91,2,3,3,61.8,56.0,6.21,3557
0.88,2,4,2,61.6,56.0,6.13,3557
0.95,2,6,7,60.6,57.0,6.4,3558
0.8,4,2,4,63.6,57.0,5.82,3559
0.83,2,2,2,62.2,55.0,6.01,3560
0.79,2,3,4,62.0,56.0,5.91,3561
0.7,1,0,5,59.9,59.0,5.69,3561
0.93,4,5,4,62.5,58.0,6.2,3562
1.0,3,2,3,59.2,61.0,6.59,3562
1.0,2,2,3,61.0,55.0,6.45,3562
0.75,2,0,5,61.7,55.0,5.85,3562
0.93,4,5,5,63.5,57.0,6.13,3563
0.78,4,2,4,63.3,56.0,5.84,3563
1.01,4,5,2,63.1,58.0,6.38,3563
1.01,3,6,3,62.5,62.0,6.41,3563
1.01,4,2,3,63.4,60.0,6.33,3563
1.01,3,6,3,61.7,58.0,6.44,3563
1.01,3,6,3,61.8,60.0,6.41,3563
1.01,3,2,3,60.2,61.0,6.49,3563
0.78,4,1,4,61.0,55.0,5.94,3564
1.04,3,3,3,62.8,59.0,6.47,3564
0.72,2,2,5,61.8,56.0,5.72,3564
0.8,2,0,2,62.7,57.0,5.88,3564
1.04,0,3,3,66.1,60.0,6.32,3564
0.73,4,1,7,60.2,60.0,5.81,3565
0.72,3,1,6,62.9,59.0,5.75,3566
0.87,2,1,3,60.4,58.0,6.19,3566
0.73,4,3,6,60.2,61.0,5.83,3567
0.9,1,0,2,61.9,64.0,6.0,3567
0.7,4,0,4,61.2,56.0,5.68,3567
0.91,4,4,5,63.1,56.0,6.2,3567
0.9,3,0,2,61.7,56.0,6.16,3568
1.0,3,3,2,60.0,60.0,6.47,3568
0.72,2,0,2,61.7,55.0,5.77,3568
0.9,4,2,3,62.7,59.0,6.1,3569
0.9,4,2,3,62.4,58.0,6.15,3569
1.0,1,0,3,64.0,59.0,6.24,3569
0.97,2,2,3,62.4,55.0,6.38,3569
0.72,1,0,4,63.3,55.0,5.69,3570
0.9,1,1,2,63.5,55.0,6.12,3570
0.83,2,4,6,61.7,57.0,6.02,3570
0.6,2,0,6,61.6,56.0,5.41,3570
0.9,4,5,5,63.2,56.0,6.15,3570
1.2,2,5,0,61.9,56.0,6.85,3570
0.74,2,3,4,61.5,56.0,5.79,3572
1.19,3,1,0,60.2,61.0,6.91,3572
0.91,4,0,3,58.3,60.0,6.33,3573
1.16,3,4,3,62.1,58.0,6.72,3573
1.1,4,5,2,63.5,57.0,6.55,3573
0.9,1,3,2,63.2,62.0,6.09,3574
0.9,1,3,2,63.9,60.0,6.07,3574
0.91,2,5,2,62.4,56.0,6.2,3574
1.15,3,3,0,61.2,58.0,6.8,3574
1.0,4,4,3,59.1,62.0,6.47,3575
1.0,0,1,3,65.1,59.0,6.3,3575
0.93,4,6,5,62.8,56.0,6.14,3576
0.71,2,0,4,60.4,60.0,5.77,3576
0.76,2,5,5,61.8,56.0,5.85,3577
0.82,2,1,2,62.1,55.0,5.98,3577
0.9,1,4,2,59.0,62.0,6.23,3577
0.84,1,1,2,61.9,61.0,6.03,3577
1.01,4,3,3,60.8,63.0,6.4,3577
0.82,3,1,5,62.6,60.0,5.97,3577
0.9,2,4,3,62.0,57.0,6.17,3578
0.9,3,0,3,58.7,58.0,6.3,3578
0.8,2,3,4,61.1,58.0,5.96,3578
0.78,1,1,2,59.4,62.0,6.02,3578
0.71,3,2,1,61.1,58.0,5.8,3578
0.91,4,5,5,62.5,58.0,6.13,3579
0.91,3,5,5,62.7,58.0,6.14,3579
1.06,3,5,3,58.4,62.0,6.7,3579
0.9,3,0,3,58.8,59.0,6.28,3579
0.71,4,1,7,61.5,61.0,5.7,3580
0.9,4,5,2,62.3,58.0,6.12,3580
0.9,4,5,4,63.3,59.0,6.1,3580
0.9,3,5,4,62.2,58.0,6.18,3580
1.0,1,6,5,64.3,59.0,6.27,3580
0.9,4,5,5,61.6,57.0,6.13,3581
0.76,3,0,5,61.7,59.0,5.87,3581
0.9,4,3,3,59.9,60.0,6.19,3581
0.9,4,3,3,60.9,56.0,6.18,3581
0.78,2,4,7,62.1,56.0,5.88,3581
1.04,1,2,3,64.0,60.0,6.38,3581
0.8,2,4,4,62.2,56.0,5.92,3581
1.02,3,4,2,62.2,52.0,6.47,3581
0.78,2,1,5,61.4,56.0,5.91,3582
0.71,2,0,4,61.5,58.0,5.75,3582
0.71,1,3,1,57.8,62.0,5.82,3583
0.79,3,1,4,62.6,56.0,5.92,3583
0.98,0,4,2,68.6,58.0,6.18,3583
0.9,4,1,3,61.0,59.0,6.14,3584
1.0,3,3,3,60.2,58.0,6.55,3584
0.76,2,1,2,61.3,55.0,5.87,3584
0.9,1,1,3,63.6,59.0,6.05,3584
0.8,2,1,5,62.2,57.0,5.98,3584
1.0,1,4,3,63.9,55.0,6.41,3584
1.0,3,4,3,61.3,57.0,6.45,3584
1.0,0,5,2,64.8,59.0,6.23,3584
1.0,3,4,3,60.0,62.0,6.53,3584
1.0,3,1,0,60.9,61.0,6.41,3584
1.0,2,1,0,61.8,56.0,6.43,3584
1.0,3,2,3,60.2,58.0,6.47,3584
0.7,2,1,7,62.2,54.0,5.68,3585
0.7,2,1,7,62.4,54.0,5.66,3585
0.97,3,0,3,60.4,61.0,6.4,3585
0.92,4,1,2,63.3,57.0,6.22,3586
0.9,2,6,4,61.6,55.0,6.24,3587
0.7,3,2,6,61.9,60.0,5.68,3587
1.04,2,1,3,59.0,57.0,6.65,3588
0.91,2,2,3,60.9,57.0,6.27,3588
0.82,2,1,2,61.8,55.0,5.97,3588
1.11,3,0,0,61.9,58.0,6.63,3589
0.73,2,3,4,61.2,56.0,5.82,3589
0.95,4,1,3,58.7,63.0,6.37,3590
0.78,2,3,5,62.0,57.0,5.9,3590
0.74,2,2,4,61.9,54.0,5.78,3590
1.08,4,2,3,63.1,59.0,6.51,3590
0.7,3,3,1,62.2,58.0,5.63,3591
0.84,3,1,5,62.4,60.0,5.98,3591
1.01,4,6,3,61.9,59.0,6.34,3592
1.01,4,4,3,63.4,57.0,6.39,3592
0.9,4,3,3,62.6,60.0,6.1,3593
0.82,4,0,2,61.3,56.0,6.02,3593
0.99,0,4,5,71.6,57.0,5.94,3593
1.05,3,6,5,59.4,62.0,6.66,3593
0.74,2,2,4,62.0,57.0,5.81,3593
0.93,3,3,3,60.8,59.0,6.35,3594
0.9,4,4,2,61.9,59.0,6.17,3595
0.9,4,4,2,62.3,58.0,6.16,3595
1.07,2,3,3,60.8,57.0,6.62,3595
0.73,2,3,5,61.6,56.0,5.8,3595
0.78,2,0,5,61.7,57.0,5.87,3595
0.9,1,1,3,63.7,63.0,6.05,3595
0.9,1,1,3,61.6,61.0,6.12,3595
0.9,1,1,3,64.1,58.0,6.04,3595
0.9,1,1,3,65.8,60.0,5.94,3595
0.84,4,3,5,61.8,57.0,6.04,3596
0.9,4,3,2,61.6,59.0,6.13,3597
1.01,0,2,3,60.1,66.0,6.44,3597
0.8,2,0,2,62.6,55.0,5.91,3597
1.01,1,2,3,63.8,57.0,6.36,3597
1.01,0,5,5,68.7,58.0,6.14,3597
1.01,0,2,3,67.3,62.0,6.09,3597
1.01,0,2,3,66.7,64.0,6.14,3597
1.01,3,2,3,61.3,58.0,6.42,3597
1.01,3,2,3,62.2,58.0,6.4,3597
1.01,2,6,2,60.5,56.0,6.49,3599
1.02,3,6,3,62.6,60.0,6.42,3599
0.9,3,1,3,62.6,60.0,6.18,3599
0.9,3,1,3,62.2,60.0,6.19,3599
1.05,3,3,3,60.7,61.0,6.56,3599
1.02,2,2,0,61.0,56.0,6.53,3599
0.9,2,1,3,62.0,55.0,6.23,3599
1.02,4,6,3,63.4,56.0,6.42,3599
1.5,3,4,0,61.1,59.0,7.37,3599
0.9,1,4,5,64.0,57.0,6.11,3601
0.81,2,1,5,62.0,55.0,5.97,3601
0.78,4,1,4,60.0,56.0,6.0,3601
1.02,4,6,3,61.1,61.0,6.44,3601
0.9,4,2,3,61.6,56.0,6.22,3601
0.72,2,1,5,61.1,56.0,5.78,3601
0.78,2,1,5,61.7,55.0,5.92,3601
0.72,2,1,5,60.8,56.0,5.78,3601
0.72,2,1,5,61.4,56.0,5.78,3601
0.72,2,1,5,61.5,56.0,5.77,3601
0.72,3,0,4,62.7,56.0,5.76,3601
1.09,3,3,3,61.3,60.0,6.66,3601
0.7,2,2,6,61.0,57.0,5.71,3602
0.83,3,3,4,58.8,58.0,6.2,3602
1.13,2,4,0,61.1,56.0,6.71,3603
1.04,4,5,3,59.6,57.0,6.6,3603
1.04,3,6,3,62.0,59.0,6.47,3603
0.8,4,2,4,63.8,55.0,5.84,3603
0.83,4,2,4,63.3,56.0,5.99,3603
1.1,3,5,3,62.9,59.0,6.6,3604
0.71,3,2,6,60.9,58.0,5.76,3604
1.01,3,0,3,58.0,60.0,6.58,3604
0.9,1,0,5,57.9,62.0,6.33,3604
1.1,3,5,3,59.7,62.0,6.8,3604
0.9,1,2,2,63.9,58.0,6.12,3604
0.9,4,5,5,62.3,64.0,6.1,3605
1.01,4,0,3,59.1,63.0,6.54,3605
0.9,4,2,3,63.4,59.0,6.07,3605
0.79,2,1,5,61.8,56.0,5.91,3605
0.79,2,0,2,61.2,57.0,5.94,3605
1.16,2,5,3,62.8,57.0,6.8,3605
1.11,3,4,3,60.4,59.0,6.7,3605
0.73,4,3,6,62.9,59.0,5.7,3606
1.15,2,4,0,62.0,55.0,6.76,3606
0.73,4,1,4,63.0,60.0,5.68,3607
1.13,3,2,0,62.3,56.0,6.69,3607
1.03,1,0,3,63.8,54.0,6.36,3607
1.13,2,2,0,62.2,55.0,6.68,3607
0.91,3,2,3,61.7,58.0,6.22,3609
1.06,2,2,0,62.1,55.0,6.57,3609
0.9,3,1,2,62.4,57.0,6.19,3609
0.31,4,0,2,61.1,57.0,4.35,571
0.31,4,0,2,62.1,58.0,4.3,571
0.31,2,0,2,62.3,55.0,4.33,571
0.31,4,0,2,62.9,57.0,4.27,571
0.31,2,5,6,62.0,54.0,4.34,571
0.31,3,0,2,61.2,60.0,4.35,571
0.31,1,0,2,63.5,56.0,4.29,571
0.31,4,0,2,60.0,61.0,4.41,571
0.31,2,0,2,61.0,57.0,4.38,571
0.31,2,0,2,62.6,57.0,4.3,571
0.31,4,0,2,62.9,56.0,4.31,571
0.31,4,5,6,62.8,55.0,4.33,571
0.31,2,0,2,62.6,56.0,4.33,571
0.31,3,0,2,61.4,58.0,4.34,571
0.31,1,0,2,63.5,58.0,4.27,571
0.31,4,0,2,63.0,54.0,4.32,571
0.31,1,0,2,63.7,54.0,4.31,571
0.31,2,0,2,61.8,56.0,4.34,571
0.31,2,0,2,62.1,56.0,4.33,571
0.31,4,0,2,60.2,56.0,4.37,571
0.31,2,0,2,61.1,56.0,4.36,571
0.31,2,0,2,61.2,55.0,4.37,571
0.31,2,0,2,60.8,56.0,4.32,571
0.31,3,5,6,61.0,58.0,4.33,571
0.31,2,0,2,62.4,56.0,4.31,571
0.31,1,5,6,63.1,59.0,4.25,571
0.31,1,0,2,63.9,54.0,4.27,571
0.31,2,0,2,62.6,57.0,4.3,571
0.31,2,5,6,62.1,56.0,4.35,571
0.31,2,0,2,61.5,56.0,4.33,571
0.91,1,3,3,63.6,56.0,6.14,3610
0.72,4,4,6,59.9,57.0,5.83,3610
1.01,4,5,2,58.8,58.0,6.52,3610
0.92,2,5,2,62.1,55.0,6.24,3610
0.75,2,2,2,60.8,57.0,5.87,3610
0.96,1,4,3,56.7,62.0,6.51,3611
0.7,2,4,6,60.9,57.0,5.7,3611
1.01,1,1,3,63.9,58.0,6.37,3611
1.04,3,4,3,62.4,58.0,6.49,3611
0.71,4,2,7,62.0,56.0,5.71,3612
0.7,2,1,5,61.7,55.0,5.7,3612
1.0,3,1,3,59.9,55.0,6.48,3612
0.92,4,0,3,62.5,59.0,6.2,3613
0.78,2,3,5,61.7,56.0,5.89,3613
0.9,0,2,3,64.6,56.0,6.01,3613
1.15,2,3,3,62.8,57.0,6.7,3613
0.72,4,3,1,60.7,56.0,5.78,3614
1.0,1,6,2,58.7,62.0,6.47,3614
1.09,2,3,0,61.0,56.0,6.66,3614
0.91,4,3,3,62.9,54.0,6.14,3615
0.9,4,3,2,63.8,53.0,6.1,3615
0.9,4,3,2,63.4,54.0,6.11,3615
1.05,0,2,3,66.0,60.0,6.3,3615
0.73,2,0,2,61.3,57.0,5.81,3615
0.9,1,3,2,64.5,57.0,6.04,3615
0.9,1,3,2,65.0,57.0,5.96,3615
1.09,2,6,5,62.5,55.0,6.64,3615
1.05,2,6,3,61.6,57.0,6.55,3616
0.74,4,1,7,61.9,59.0,5.74,3616
0.73,1,2,7,59.5,61.0,5.8,3616
1.0,1,6,2,59.5,61.0,6.46,3616
0.9,3,6,6,62.0,58.0,6.19,3617
1.03,0,4,2,65.1,57.0,6.43,3617
0.91,3,2,2,62.6,56.0,6.18,3618
0.92,3,4,2,62.0,60.0,6.21,3618
0.92,4,3,3,59.4,62.0,6.34,3618
0.91,4,5,7,63.5,59.0,6.1,3618
0.7,2,0,4,62.8,53.4,5.64,3618
0.7,2,0,4,63.1,54.0,5.62,3618
0.71,3,0,7,60.0,58.0,5.92,3618
0.91,3,2,3,61.4,60.0,6.23,3618
0.9,2,2,3,61.9,56.0,6.18,3619
0.9,3,2,3,61.4,58.0,6.13,3619
0.72,4,0,4,59.4,56.0,5.85,3619
0.88,2,2,3,62.2,56.0,6.11,3619
1.01,4,6,5,63.3,54.0,6.42,3620
1.01,1,5,5,63.6,57.0,6.3,3620
1.01,1,3,3,63.8,56.0,6.32,3620
0.73,3,0,4,60.0,58.0,5.86,3620
0.91,3,5,4,59.5,62.0,6.3,3620
1.01,3,4,3,60.1,58.0,6.55,3620
0.93,3,2,3,59.5,60.0,6.39,3620
0.73,2,1,4,61.2,57.0,5.85,3620
0.82,4,2,5,58.7,58.0,6.1,3621
0.9,1,2,3,61.3,59.0,6.12,3621
0.7,4,0,7,62.3,56.0,5.66,3622
0.7,4,0,7,61.1,57.0,5.7,3622
0.7,4,2,6,63.1,58.0,5.6,3622
0.72,2,0,4,61.4,56.0,5.8,3622
0.72,2,0,4,62.3,54.0,5.74,3622
0.8,2,1,2,62.3,54.0,5.95,3622
0.82,2,1,2,61.8,58.0,5.99,3622
0.98,0,2,2,61.8,66.0,6.38,3622
0.7,4,1,1,63.4,58.0,5.64,3622
1.1,2,2,0,61.3,56.9,6.62,3623
0.92,3,4,2,62.4,58.0,6.19,3624
0.94,4,4,3,62.7,61.0,6.21,3624
0.9,4,2,2,63.1,58.0,6.09,3624
0.81,2,2,5,61.9,55.0,6.0,3624
0.81,2,2,5,61.8,55.0,5.96,3624
0.75,2,0,5,61.7,55.0,5.82,3625
0.92,4,2,3,59.9,60.0,6.26,3625
0.61,2,0,6,62.3,54.0,5.4,3625
0.9,3,1,2,60.7,61.0,6.19,3625
0.83,3,1,5,61.3,59.0,6.08,3625
0.83,2,1,5,61.8,57.0,6.04,3625
0.9,1,1,2,60.8,65.0,6.31,3625
0.71,4,2,6,62.7,58.0,5.67,3626
1.01,1,3,3,63.6,58.0,6.31,3626
1.01,1,3,3,63.7,58.0,6.31,3626
0.9,1,4,3,64.5,58.0,6.0,3627
0.79,3,1,5,62.1,59.0,5.9,3628
1.0,2,5,3,58.8,55.0,6.53,3629
1.0,2,5,3,58.8,55.0,6.53,3629
0.9,2,5,5,61.5,58.0,6.19,3629
0.72,2,0,4,62.5,55.0,5.71,3629
0.9,0,3,2,64.5,57.0,6.07,3629
0.9,2,4,2,62.8,57.0,6.16,3629
0.9,3,4,2,60.0,56.0,6.33,3629
0.9,3,4,2,61.9,58.0,6.2,3629
0.9,3,4,5,60.0,59.0,6.23,3629
1.08,2,4,3,62.0,57.0,6.65,3629
0.9,3,2,3,58.4,62.0,6.37,3629
0.9,4,2,3,60.3,63.0,6.28,3630
0.8,2,1,2,61.7,56.0,5.99,3630
1.0,0,3,2,67.7,57.0,6.0,3631
0.91,4,1,3,62.5,59.0,6.16,3632
0.9,4,0,3,59.8,53.0,6.2,3632
0.91,1,1,3,64.3,57.0,6.0,3632
0.74,2,1,7,61.9,57.0,5.79,3633
1.02,1,2,3,59.6,64.0,6.58,3633
1.06,0,3,3,65.3,62.0,6.33,3633
1.02,0,2,3,66.6,58.0,6.21,3633
1.02,1,2,3,64.2,61.0,6.3,3633
0.94,4,0,3,62.0,57.0,6.28,3634
1.0,3,0,3,62.0,60.0,6.38,3634
1.0,0,0,3,65.2,56.0,6.27,3634
1.0,1,0,3,64.0,59.0,6.29,3634
1.0,0,3,2,43.0,59.0,6.32,3634
1.0,3,3,2,60.1,61.0,6.44,3634
1.0,3,3,2,60.1,61.0,6.44,3634
1.03,3,6,3,62.8,58.0,6.48,3634
1.0,1,0,3,63.9,56.0,6.32,3634
1.03,2,2,0,61.0,56.0,6.58,3634
1.03,2,4,3,60.8,56.0,6.56,3634
0.91,2,4,2,62.4,57.0,6.18,3635
0.74,2,3,4,61.2,56.0,5.83,3635
0.74,2,3,4,60.9,55.0,5.84,3635
1.12,2,6,5,62.9,57.0,6.55,3638
0.91,4,1,3,60.3,59.0,6.28,3638
1.02,1,6,3,62.2,61.0,6.41,3639
0.91,3,1,3,61.1,59.0,6.24,3639
0.91,3,1,3,62.8,61.0,6.09,3639
1.14,1,5,2,63.9,58.0,6.64,3639
1.0,3,2,3,59.8,58.0,6.53,3640
0.76,4,2,7,62.9,58.0,5.76,3640
1.03,4,6,3,63.1,57.0,6.41,3640
1.0,0,4,3,65.1,58.0,6.27,3640
1.0,3,4,3,59.1,62.0,6.5,3640
1.0,1,4,3,64.1,61.0,6.36,3640
1.0,3,4,3,59.6,62.0,6.52,3640
1.0,1,5,2,57.6,61.0,6.56,3640
1.0,1,4,3,63.8,55.0,6.28,3640
1.0,4,5,2,63.3,54.0,6.39,3640
1.0,3,6,4,59.7,62.0,6.52,3640
1.0,3,3,3,63.0,56.0,6.37,3640
1.0,1,4,3,63.8,57.0,6.32,3640
0.82,4,1,5,62.6,60.0,5.91,3641
0.85,2,2,5,62.4,57.0,6.13,3641
0.71,3,3,1,62.0,58.0,5.67,3642
0.91,2,2,3,62.7,57.0,6.16,3642
0.9,4,6,4,62.4,57.0,6.13,3643
0.9,4,0,3,58.8,59.0,6.24,3643
0.77,4,0,4,62.4,58.0,5.82,3643
0.81,4,1,2,61.9,60.0,5.87,3643
0.9,4,4,2,63.0,58.0,6.13,3643
1.16,3,0,0,61.8,59.0,6.74,3644
0.9,1,5,4,63.3,59.0,6.06,3644
0.9,2,4,2,61.5,57.0,6.17,3644
0.9,4,5,4,62.2,58.0,6.13,3644
0.93,4,3,3,60.8,62.0,6.29,3644
0.7,2,2,7,61.7,58.0,5.66,3644
0.91,3,1,3,61.0,58.0,6.31,3644
0.91,3,2,2,62.7,59.0,6.23,3644
0.77,3,0,4,62.1,57.0,5.85,3644
1.16,1,3,3,63.7,57.0,6.59,3644
1.0,1,3,3,61.4,61.0,6.32,3646
0.93,3,4,2,62.8,58.0,6.24,3646
0.77,2,2,4,61.2,56.0,5.9,3647
0.8,2,1,5,62.2,57.0,5.95,3648
0.76,2,4,6,61.9,54.0,5.87,3648
0.76,2,2,5,61.9,57.0,5.83,3648
0.76,2,3,4,61.3,54.0,5.88,3648
0.92,3,3,3,58.4,58.0,6.4,3648
0.76,2,1,4,60.5,56.0,5.94,3649
0.92,1,1,2,63.3,57.0,6.17,3649
0.9,4,3,2,63.6,57.0,6.09,3649
0.9,4,3,2,63.5,59.0,6.07,3649
0.73,2,1,5,61.7,57.0,5.77,3649
0.92,3,3,3,62.9,58.0,6.21,3650
0.93,4,6,4,63.0,53.0,6.22,3651
1.02,3,6,5,58.9,60.0,6.57,3651
1.0,1,3,3,57.8,64.0,6.55,3651
0.82,2,3,4,61.5,56.0,6.01,3652
0.95,3,4,3,58.8,60.0,6.45,3652
0.8,4,2,5,62.3,57.0,5.91,3653
0.91,4,2,3,61.6,59.0,6.14,3653
0.8,2,2,5,62.0,55.0,5.93,3653
0.76,4,3,7,62.1,56.0,5.81,3655
1.01,1,6,5,62.8,58.0,6.3,3655
0.77,2,2,4,60.9,58.0,5.91,3655
1.11,3,0,0,61.9,58.0,6.66,3655
1.07,4,3,3,63.5,59.0,6.52,3655
1.02,3,3,3,62.5,58.0,6.42,3656
0.9,4,5,4,63.3,58.0,6.07,3656
0.7,2,4,5,61.9,56.0,5.68,3656
0.7,2,4,5,60.8,56.0,5.74,3656
0.9,2,6,4,62.6,54.0,6.15,3656
1.02,1,4,3,64.0,57.0,6.41,3656
1.02,2,5,2,62.9,57.0,6.41,3656
1.01,3,6,3,61.9,59.0,6.38,3658
0.96,0,4,5,68.8,56.0,6.11,3658
0.91,4,2,3,62.4,58.0,6.17,3659
0.9,1,2,2,62.8,64.0,6.18,3659
0.73,2,1,4,60.9,55.8,5.8,3660
0.9,1,1,3,59.9,61.0,6.16,3660
0.91,1,0,3,63.3,62.0,6.01,3660
1.09,3,5,2,62.7,60.0,6.57,3662
0.9,3,1,3,62.2,60.0,6.15,3662
0.9,4,1,3,62.4,57.0,6.13,3662
0.9,3,1,3,61.3,60.0,6.17,3662
0.9,3,1,3,60.8,60.0,6.21,3662
0.9,4,1,3,62.6,60.0,6.09,3662
0.9,2,1,3,62.0,55.0,6.15,3662
0.7,2,2,4,61.2,56.0,5.73,3662
1.22,4,4,0,61.6,56.0,6.8,3663
0.89,1,2,2,64.3,55.0,6.12,3663
0.9,3,5,5,60.1,59.0,6.37,3663
0.91,4,5,5,61.0,57.0,6.2,3664
0.87,4,0,2,60.2,60.0,6.12,3664
0.91,2,3,3,62.3,56.0,6.18,3664
1.01,3,5,3,59.6,62.0,6.56,3665
0.91,2,1,2,60.7,56.0,6.26,3665
1.01,3,4,3,59.6,60.0,6.5,3665
1.19,2,4,0,61.5,57.0,6.79,3665
1.27,4,5,0,60.2,62.0,7.0,3665
0.91,3,1,2,62.2,58.0,6.29,3665
1.01,1,6,2,63.6,54.0,6.44,3665
0.91,4,6,4,62.1,55.0,6.16,3666
0.9,1,5,4,63.5,61.0,5.96,3666
0.73,2,3,6,61.3,56.0,5.79,3667
0.7,4,0,5,60.6,60.0,5.71,3668
0.78,4,0,5,62.2,56.0,5.85,3668
1.03,3,2,3,62.2,60.0,6.47,3668
0.74,2,0,5,61.4,58.0,5.8,3668
1.03,4,2,3,63.1,57.0,6.42,3668
0.73,4,2,7,63.8,59.0,5.69,3669
0.95,3,6,7,62.6,59.0,6.23,3669
0.85,4,0,2,60.3,57.0,6.09,3669
0.73,2,3,6,61.9,57.0,5.76,3669
0.9,1,3,2,57.7,65.0,6.25,3669
0.9,1,3,2,65.2,58.0,6.0,3669
1.04,3,6,3,62.0,59.0,6.49,3669
0.91,3,4,2,62.8,58.0,6.16,3669
0.9,1,3,2,63.7,60.0,6.11,3669
0.91,3,5,4,61.9,57.0,6.24,3669
0.9,4,3,2,63.1,59.0,6.15,3669
0.9,1,5,1,63.7,64.0,6.07,3669
0.9,1,3,2,63.7,58.0,6.12,3669
0.9,1,4,4,64.0,59.0,6.05,3669
0.9,1,3,2,63.8,59.0,6.08,3669
0.9,4,3,2,63.2,59.0,6.1,3669
